ACCTAGE,DDA,DDABAL,DEP,DEPAMT,CASHBK,CHECKS,DIRDEP,NSF,NSFAMT,PHONE,TELLER,SAV,SAVBAL,ATM,ATMAMT,POS,POSAMT,CD,CDBAL,IRA,IRABAL,LOC,LOCBAL,INV,INVBAL,ILS,ILSBAL,MM,MMBAL,MMCRED,MTG,MTGBAL,CC,CCBAL,CCPURC,SDB,INCOME,HMOWN,LORES,HMVAL,AGE,CRSCORE,MOVED,INAREA,INS,BRANCH,RES
2.1,1,1016.64,3,1925.87,0,6,0,0,0,,0,0,0,1,2501.08,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,,0,54,1,8,116,47,608,0,1,,B15,R
2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,9,89,22,634,0,0,,B8,R
13.7,1,2350.13,3,4875.87,0,6,0,1,13.29,,6,0,0,1,1159.18,,,0,0,0,0,0,0,,,0,0,1,16811.27229,3,0,0,,,,1,34,0,7.5,123,48,631,0,1,,B15,U
2.2,1,861.01,1,608.2,0,0,0,0,0,0,2,1,1782.88,1,661.9,1,92.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,6,121,59,609,0,1,,B2,R
19.4,1,835.28,3,1463.15,0,4,1,0,0,1,1,0,0,1,1317.01,5,191.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,661.85,1,0,,,,,,665,0,1,,B2,S
4.3,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,,0,,,,,,721,0,1,,B19,R
8.4,1,9593.08,2,957.31,0,6,0,0,0,0,2,1,184.69,0,0,0,0,0,0,0,0,1,28645.99,0,0,0,0,0,0,0,0,0,1,28491.54,1,0,20,1,10.5,102,60,736,0,1,,B7,U
4.3,1,5641.34,5,7711.22,0,4,1,0,0,0,8,0,0,1,2446.84,1,89.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,51,0,4,117,48,663,1,1,,B1,U
10.8,1,1741.85,2,5043.31,0,2,0,0,0,0,0,0,0,1,138.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,279.59,0,0,19,0,6.5,89,63,629,0,1,,B12,S
4.5,1,832.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,4,125,74,679,0,0,,B3,U
0.6,1,2323.6,2,3631.79,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11400,0,0,0,0,0,0,0,0,1,16627.29895,1,0,0,0,0,0,1,67,1,10.5,113,40,707,0,1,,B1,U
1,1,1914.85,3,1341.83,0,4,0,0,0,0,0,1,1359.25,1,2126.79,0,0,1,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,5.5,110,65,702,0,1,,B17,R
3.9,1,7.12,2,1139.38,0,0,0,1,21.42,0,2,0,0,1,1359,1,17.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,9,89,43,614,0,1,,B3,U
1,1,156.29,1,130.33,0,0,0,0,0,0,1,1,1343.93,0,0,0,0,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1,11.5,107,50,651,0,1,,B4,U
1.9,1,109.63,3,1219.22,0,2,0,1,16.7,2,2,1,41.29,1,1577.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,3.5,119,54,638,0,1,,B5,U
3.8,1,779.35,2,985.35,0,1,0,0,0,1,0,1,131.35,1,380.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1523.25,1,0,,,,,,552,0,1,,B8,R
0.5,1,352.76,4,1987.07,0,7,0,1,79.53,1,4,0,0,1,2819.44,10,198.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,702,0,1,,B4,R
3.2,1,11.45,1,13.1,0,0,0,0,0,0,0,1,323.94,1,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7397.13,0,0,,,,,,673,0,1,,B4,S
4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,5,112,46,669,0,0,,B5,R
11.5,1,377.42,2,2776.16,0,1,1,0,0,0,0,1,9.92,1,365.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,192699.75,1,175708.27,0,0,45,1,7.5,116,45,693,0,1,,B16,R
4.8,0,0,0,0,0,0,0,0,0,0,0,1,16637.07,1,1324.27,0,0,1,4200,0,0,0,0,0,0,0,0,1,12787.2338,2,0,0,0,0,0,0,38,0,3.5,105,37,701,0,1,,B11,S
10.5,1,717.95,3,1372.69,0,0,0,0,0,2,0,1,49.72,1,1277.03,3,152.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3079.67,0,0,86,0,8,120,60,689,0,1,,B1,U
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8100,0,0,0,0,1,14664.94,0,0,0,0,0,0,0,1,0,0,0,42,1,8,93,49,707,0,0,,B7,S
6.4,1,3737.88,2,4327.79,0,3,0,0,0,0,1,1,317.82,1,2396.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,,,602,0,1,,B1,U
6.8,1,322.11,4,1649.79,0,8,0,1,8.77,,1,0,0,1,1851.32,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,,0,44,1,7.5,102,58,566,0,1,,B15,U
4.2,1,7718.16,2,3617.52,0,12,1,0,0,,1,0,0,0,0,,,0,0,0,0,1,19264.62,,,0,0,0,0,0,0,0,,,,0,35,1,5,127,35,659,0,1,,B15,S
2.6,1,695.73,2,794.82,0,3,0,1,2.55,1,0,0,0,1,915.91,0,0,0,0,0,0,0,0,0,0,1,10030.21884,0,0,0,0,0,1,10696.03,0,0,,,,,,729,0,1,,B5,S
4.8,1,370.85,2,893.18,0,5,1,0,0,0,0,1,7.22,1,13.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,688,0,1,,B7,R
1.1,1,9938.67,4,6104.99,0,18,1,0,0,0,1,1,2486.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6497.27,1,6284.41,0,0,15,1,7,114,41,675,0,1,,B17,R
1,1,2178.85,3,3225.06,0,3,0,0,0,0,0,1,7279.78,1,10421.49,0,0,1,64300,0,0,0,0,0,0,0,0,0,0,0,0,0,1,195.16,0,1,14,0,4,89,24,640,0,1,,B8,S
2.3,1,680.14,3,953,0,1,0,0,0,,1,0,0,1,1333.9,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,,0,48,0,3.5,107,33,709,0,1,,B14,S
3.5,1,3468.31,1,365.11,0,3,0,0,0,0,1,0,0,1,565.15,0,0,1,300,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18.62,0,0,46,0,6,115,52,613,0,1,,B5,U
2,1,305.54,3,1122.05,0,6,1,0,0,2,1,1,82.44,1,262.36,5,127.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,5,98,39,692,0,1,,B16,R
2.8,1,1606.33,4,3128.74,0,8,1,0,0,1,0,1,2758.56,1,2958.4,0,0,0,0,1,6467.19,1,20934.17,0,0,0,0,0,0,0,0,0,1,20362.95,0,0,,,,,,672,0,1,,B4,U
4.6,1,538.52,2,2286.08,0,9,1,0,0,1,1,1,448.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,675.14,1,0,40,0,4,123,55,648,0,1,,B17,R
1.8,1,202.32,2,619.9,0,4,0,1,5.28,1,3,1,127.73,1,316.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,5,92,36,653,0,1,,B1,S
3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93108.04,0,0,0,0,0,0,1,14959.27152,0,0,0,1,447.29,0,1,,,,,,688,0,1,,B2,S
0.3,1,323.56,2,555.35,0,0,0,0,0,0,0,0,0,1,321.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,5,115,57,678,0,1,,B3,S
4.6,1,164.8,2,385.45,0,0,0,0,0,0,0,0,0,1,739.66,1,77.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,5,109,33,643,0,1,,B16,R
4.2,1,487.81,2,3586.15,0,4,0,0,0,,2,0,0,0,0,,,0,0,0,0,0,0,,,0,0,1,15380.52978,0,0,0,,,,1,25,0,6,115,55,664,0,1,,B14,S
,1,1246.85,2,4931.7,0,14,0,0,0,0,0,1,1183.01,1,2909.38,8,673.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,2.5,119,55,628,0,1,,B4,U
2.6,1,10160.75,3,2933.67,0,2,1,0,0,0,0,1,2575.81,1,1309.38,3,154.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22,1,13,114,36,642,0,1,,B8,U
1,1,1.34,1,94.71,0,0,0,0,0,,0,0,0,1,125.02,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,,0,90,0,3.5,139,28,647,0,1,,B15,U
4.4,1,1703.92,3,1145.51,0,2,0,0,0,0,0,0,0,1,1377.55,2,98.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,4,112,32,668,0,1,,B3,S
4.6,0,0,0,0,0,0,0,0,0,0,0,1,4030.79,1,136.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,52,1,7.5,112,22,650,0,1,,B5,S
14.3,0,0,0,0,0,0,0,0,0,0,0,1,79091.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,635,0,1,,B3,U
10.4,1,8769.01,3,7773.66,0,9,0,0,0,0,0,1,28.09,1,10046.63,6,621.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15563.33,1,0,8,1,9.5,95,64,659,0,1,,B2,R
0.3,1,9367.16,2,1589.11,0,1,0,0,0,0,1,0,0,0,0,0,0,1,25500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,1,10.5,127,52,667,0,1,,B4,U
7.3,1,6358.49,2,4088.45,0,5,0,0,0,0,0,0,0,1,5611.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,308588.4,1,298314.75,0,0,25,1,7.5,105,72,725,0,1,,B8,U
3.7,1,1232.69,2,1781.61,0,2,0,0,0,0,4,1,77.83,1,1449.38,2,188.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,1,8,118,38,660,0,1,,B2,S
11.5,1,2140.39,2,2499.53,0,4,1,0,0,0,1,0,0,1,86.98,0,0,1,9400,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4656.38,0,0,89,0,3.5,133,16,659,1,1,,B4,U
1.9,1,3.23,1,452.88,0,0,0,0,0,0,0,0,0,1,985.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1,9,98,63,656,0,1,,B5,S
5.7,1,758.65,4,1824.42,0,5,0,0,0,,1,0,0,1,2255.99,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,,0,118,1,9.5,150,49,581,0,1,,B15,U
8.5,1,12326.57,4,19644.81,0,1,1,0,0,0,1,0,0,1,19308.36,0,0,0,0,0,0,1,24431.63,0,0,0,0,0,0,0,0,0,1,25852.98,1,0,,,,,,572,0,1,,B2,S
2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10200,0,0,0,0,0,0,0,0,0,0,0,0,0,1,126.68,0,0,8,1,9.5,87,61,663,0,1,,B4,S
3.6,1,28.51,2,1453.83,0,9,1,0,0,2,4,0,0,1,121.17,3,103.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,5.5,81,54,684,0,1,,B5,U
15.3,1,526.44,2,1613.38,0,9,1,0,0,0,6,1,16737.01,1,215.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,833.89,0,0,,,,,,734,0,1,,B17,R
3.5,1,1062.49,2,866.95,0,5,1,0,0,1,1,1,180.58,1,275.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,9.5,95,33,576,0,1,,B5,S
1.8,0,0,0,0,0,0,0,0,0,0,0,1,1539.11,1,248.33,0,0,1,10600,0,0,0,0,1,9713.22,0,0,0,0,0,0,0,1,103.34,1,1,48,1,8,102,38,663,0,1,,B5,U
0.5,1,74.5,2,473.15,0,0,1,0,0,4,1,1,0,1,0,1,34.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,599,0,1,,B2,S
3.7,1,2932.81,3,12150.43,0,5,0,0,0,0,2,0,0,0,0,0,0,1,118500,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51.27,0,0,69,1,10.5,120,47,684,0,1,,B4,U
3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,301.53,0,0,21,0,5,88,81,754,0,0,,B4,S
20.1,1,1938.33,3,3066.24,0,13,0,0,0,0,0,0,0,1,4133.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,927.24,0,0,26,0,3,110,31,709,0,1,,B16,R
0.4,0,0,0,0,0,0,0,0,0,0,0,1,4148.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,1,10.5,105,27,652,0,0,,B11,S
2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-9.59,0,0,13,0,4.5,93,46,703,0,1,,B16,R
2.5,1,4778.94,2,1012.04,0,3,0,0,0,0,12,1,228.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,13.5,133,62,703,0,1,,B8,S
2.6,1,1508.71,7,4555.35,0,23,0,0,0,,7,1,5482.17,1,2361.79,,,0,0,1,5334.6,1,0,,,0,0,0,0,0,1,7317.43,,,,0,20,1,4.5,104,61,668,0,1,,B15,S
2.3,1,916.28,1,73.33,0,1,0,0,0,0,0,1,2586.57,0,0,0,0,1,300,0,0,0,0,0,0,0,0,0,0,0,0,0,1,139.54,0,0,57,0,8,122,24,621,0,1,,B1,U
14.3,1,269.33,3,1321.99,0,7,0,0,0,0,0,1,114.03,1,1542.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,659.43,0,0,58,1,9.5,118,72,702,0,1,,B2,U
16.1,1,1887.61,2,1128.3,0,4,0,0,0,0,6,0,0,1,180.79,4,232.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1166.57,1,0,3,0,7,94,56,690,0,1,,B4,U
1.2,1,394.67,2,526.84,0,3,0,0,0,0,0,1,2238.64,1,615.12,1,52.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,1,9,107,57,669,0,1,,B3,U
4.4,1,3577.84,2,939.79,0,2,0,0,0,0,1,0,0,1,54.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,1,6.5,174,43,673,0,1,,B4,S
4.3,1,307.42,5,1597.02,0,14,0,1,10.57,0,0,0,0,1,7984.88,8,138.54,0,0,0,0,0,0,0,0,0,0,1,15050.2022,0,0,0,0,0,0,0,42,0,5.5,112,28,650,0,1,,B6,U
0.3,1,384.84,2,2350.81,0,2,0,0,0,0,3,1,807.45,1,188.35,5,326.13,0,0,0,0,0,0,0,0,0,0,1,15321.4575,1,0,0,1,32.9,0,0,28,0,3,119,28,609,0,1,,B13,S
1.5,1,173.03,5,1730.24,0,9,0,0,0,1,0,1,441.86,1,2374.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,9.5,95,45,654,0,1,,B16,R
3.3,1,12734.52,5,9988.98,0,13,1,0,0,,0,0,0,1,13557.05,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,,0,,,,,,711,0,1,,B15,U
3.8,1,1151.54,2,3413.35,0,7,0,0,0,0,1,0,0,1,4273.86,14,620.36,0,0,1,6991.71,1,5923.82,0,0,0,0,0,0,0,1,133374.94,1,129949.48,0,0,25,1,9.5,108,55,640,0,1,,B4,R
1.8,0,0,0,0,0,0,0,0,0,0,0,1,11524.79,1,5.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26658.97,1,25582.76,1,0,50,1,5,112,,,0,1,,B3,R
2.9,1,424.61,2,705.56,0,4,0,0,0,0,1,0,0,1,866.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,456.49,0,0,64,0,3,133,55,686,0,1,,B6,R
1,1,7632.35,1,197.09,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1764.18,0,0,6,1,14,104,69,605,0,1,,B1,R
1.3,1,1834.23,2,3556.59,0,11,0,0,0,0,0,1,107.07,1,4776.48,5,209.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,7.5,107,69,694,0,1,,B9,S
2.3,1,705.02,1,461.47,0,3,0,0,0,,1,0,0,1,35.01,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,,0,59,1,7,119,36,677,0,1,,B14,S
3,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,0,0,1,3021.56,0,0,,,0,0,1,14867.84268,2,1,143059.23,,,,0,35,1,4,117,20,665,0,0,,B15,R
4.5,1,115.91,2,475.73,0,1,1,0,0,,0,0,0,1,395.86,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,,0,12,1,14,87,42,664,0,1,,B19,S
4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,6,101,25,633,1,1,,B4,U
2.3,1,1605.51,5,2461.25,0,2,0,0,0,0,2,1,0,1,2881.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24.56,1,0,14,0,5,106,31,621,0,1,,B4,S
7.3,1,373.07,2,2118.87,0,8,0,1,14.23,4,2,1,485.63,1,1621.25,8,685.18,0,0,0,0,0,0,0,0,1,9988.900279,1,15357.66707,1,0,0,1,14484.76,2,0,10,0,3,93,51,672,0,1,,B12,U
7.8,1,4174.29,2,3834.77,0,12,1,0,0,0,1,1,21712.4,1,1143.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,7.5,108,45,626,0,1,,B1,S
6.9,1,826.16,2,1744.74,0,4,0,0,0,,1,0,0,0,0,,,1,7600,0,0,0,0,,,0,0,1,15416.51676,0,0,0,,,,0,46,1,9,123,37,661,0,1,,B15,U
0.6,1,3718.54,1,1837.18,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31,1,12,101,54,669,0,1,,B1,U
4.2,1,2069.84,1,1990.78,0,2,0,0,0,0,0,0,0,1,2363.95,5,230.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,2,194,26,544,0,1,,B5,S
9.3,1,217.17,2,870.51,0,4,0,0,0,1,0,0,0,1,1203.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,2,113,49,654,0,1,,B13,U
4.3,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,,0,19,0,6,106,57,648,0,1,,B15,R
4.3,1,538.13,4,2499.64,0,11,0,0,0,1,0,1,165.95,1,2969.36,12,317.53,0,0,1,20469.24,0,0,0,0,0,0,0,0,0,0,0,1,5052.58,0,0,59,0,2,120,56,737,0,1,,B6,U
1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1,8,101,59,641,0,1,,B5,U
7,1,3384.46,2,2533.17,0,2,0,0,0,0,1,1,405.54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,,,645,0,1,,B2,S
10.4,1,5666.73,2,3835.86,0,6,0,0,0,0,4,1,7681.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,4,111,36,638,0,1,,B1,U
1.8,1,160.04,3,934.17,0,3,0,0,0,0,0,1,26.32,1,1483.16,3,79.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1245.23,0,0,10,0,5.5,97,29,624,0,1,,B3,S
2.3,1,2148.5,5,4878.9,0,8,1,0,0,2,3,0,0,1,3884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1,7,101,39,692,0,1,,B6,U
2.8,1,922.75,1,963.32,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,991.46,0,0,1,9971.695645,0,0,0,0,0,1,106777.47,0,0,25,0,4.5,105,58,691,1,1,,B17,R
2.8,1,91.26,1,959.86,0,0,0,0,0,0,1,1,1874.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,28,0,5,116,22,626,0,1,,B16,R
1.6,1,306.67,2,255.32,0,2,0,0,0,0,0,1,2946.56,1,719.16,3,59.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,11.5,90,60,770,0,1,,B3,R
4,1,99.34,1,3.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1,9.5,118,50,646,0,1,,B17,R
1.2,1,42.08,5,1658.02,0,1,0,0,0,0,1,1,722.43,1,302.46,0,0,1,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,1,10,111,56,665,0,1,,B5,U
1.3,1,5.17,1,6.52,0,0,0,0,0,0,0,1,10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,3.5,104,49,680,0,1,,B4,R
2,1,363.74,4,3719.56,0,11,0,0,0,4,10,1,2.45,1,1351.31,7,414.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,9,85,79,750,0,1,,B6,U
11.5,1,445.52,1,487.14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,698,0,1,,B2,U
,0,0,0,0,0,0,0,0,0,0,0,1,32714.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,148521.76,1,148502.62,0,0,55,1,9,106,45,620,0,1,,B17,R
6.3,1,3983.17,2,4822.52,0,0,0,0,0,0,1,1,2833.97,1,3580.58,0,0,1,2900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,1,6.5,144,52,697,0,1,,B2,S
2.4,1,11546.38,3,10291.22,0,1,1,0,0,1,3,1,7840.93,1,365.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,294.82,0,0,133,0,3.5,167,41,602,0,1,,B3,S
2.1,1,877.98,2,4286.49,0,5,0,0,0,,0,0,0,1,57.11,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,,0,57,1,11,117,63,632,0,1,,B18,U
4.5,1,2.48,2,1930.64,0,0,1,0,0,0,2,1,237.2,1,1147.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,687,0,1,,B5,R
3.2,1,7499.79,1,1148.02,0,1,1,0,0,1,1,1,7465.29,1,951.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,281.65,1,0,25,0,8,113,30,679,0,1,,B4,S
24.7,1,4928.29,4,3174.95,0,6,1,0,0,0,2,0,0,1,123.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,84.39,0,0,17,0,6.5,109,46,622,0,1,,B4,U
4.2,1,878.62,2,2168.37,0,3,0,0,0,2,1,1,0,1,1948.44,4,151.11,0,0,0,0,0,0,0,0,1,9903.791535,0,0,0,0,0,1,24578.22,0,0,35,1,8.5,101,57,691,0,1,,B2,S
8.3,1,239.81,3,1237.41,0,2,0,0,0,,0,1,9499.56,1,1980.44,,,0,0,0,0,0,0,,,1,9869.040884,1,13830.77099,1,0,0,,,,0,65,1,6.5,115,66,674,0,1,,B14,S
4.7,1,396.92,2,2393.62,0,6,0,0,0,1,0,0,0,1,1457.18,8,180.14,1,58800,0,0,0,0,0,0,0,0,1,15171.09395,1,0,0,1,752.94,3,0,74,1,7.5,122,51,689,0,1,,B5,S
2.2,1,42044.96,2,2320.22,0,10,1,0,0,0,0,1,4286.88,0,0,0,0,1,1700,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,47,1,9,189,44,729,0,1,,B3,R
1.3,1,119.42,3,1054.03,0,4,1,1,4.07,1,1,1,28.49,1,777,2,51.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,9,109,58,683,0,1,,B2,U
11.7,1,404.37,3,1810.25,0,3,0,0,0,0,0,1,243.06,1,2598.13,1,204.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,671,0,1,,B3,S
3.1,0,0,0,0,0,0,0,0,0,,0,1,3335.54,1,12948.87,,,1,35900,0,0,0,0,,,0,0,0,0,0,0,0,,,,0,14,0,7,99,57,688,0,1,,B14,S
12.5,1,1932.56,3,2768.51,0,2,1,0,0,0,1,0,0,1,2206.94,0,0,1,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3505.31,0,0,,,,,,599,0,1,,B2,R
0.8,1,2469.56,3,2921.15,0,2,0,0,0,0,0,1,19384.14,1,11316.47,12,212.39,1,7200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,67,0,6.5,135,25,670,0,1,,B4,S
11.9,1,233.73,2,997.81,0,7,1,0,0,0,1,0,0,1,163.45,0,0,0,0,0,0,0,0,0,0,0,0,1,15132.54184,0,0,0,1,0,1,0,,,,,,673,0,1,,B2,S
1.1,1,25707.14,5,19749.2,0,7,1,0,0,0,2,0,0,1,35815.96,5,606.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,49,0,4,159,50,686,0,1,,B2,U
1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36,1,7.5,96,51,616,0,1,,B4,U
2.3,1,6024.72,1,9.64,0,0,0,0,0,,0,0,0,1,290.26,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,,0,4,0,6,102,43,677,0,1,,B15,U
,1,3394.68,1,2675.27,0,2,0,0,0,,2,1,7767.33,0,0,,,0,0,0,0,0,0,,,0,0,1,16219.48576,1,0,0,,,,1,,,,,,659,1,1,,B15,U
4.8,1,271.03,2,217.13,0,0,0,0,0,0,0,0,0,1,428.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,588,0,1,,B2,U
